id,ans
1231,1
1232,1
1233,0
1234,0
1235,1
1236,1
1237,1
1238,0
1239,1
1240,0
1241,1
1242,0
1243,1
1244,0
1245,0
1246,1
1247,0
1248,0
1249,1
1250,0
1251,0
1252,1
1253,0
1254,0
1255,0
1256,0
1257,0
1258,1
1259,1
1260,0
1261,1
1262,0
1263,0
1264,1
1265,1
1266,0
1267,0
1268,0
1269,0
1270,1
1271,0
1272,1
1273,0
1274,0
1275,0
1276,1
1277,0
1278,1
1279,1
1280,0
1281,1
1282,0
1283,1
1284,1
1285,1
1286,1
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,1
1294,1
1295,0
1296,0
1297,1
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1307,1
1308,1
1309,0
1310,0
1311,1
1312,0
1313,1
1314,0
1315,0
1316,0
1317,1
1318,1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,1
1326,0
1327,1
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,1
1335,0
1336,0
1337,0
1338,0
1339,1
1340,1
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,1
1352,0
1353,0
1354,0
1355,0
1356,0
1357,1
1358,1
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,1
1368,1
1369,0
1370,0
1371,1
1372,0
1373,1
1374,0
1375,1
1376,0
1377,1
1378,1
1379,1
1380,0
1381,1
1382,0
1383,0
1384,0
1385,0
1386,1
1387,0
1388,1
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,0
1399,1
1400,1
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,1
1416,0
1417,1
1418,1
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,1
1434,0
1435,0
1436,1
1437,1
1438,0
1439,1
1440,1
1441,0
1442,0
1443,1
1444,0
1445,1
1446,1
1447,1
1448,0
1449,0
1450,0
1451,0
1452,1
1453,1
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1460,1
1461,0
1462,0
1463,0
1464,1
1465,0
1466,1
1467,0
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,1
1478,0
1479,0
1480,1
1481,0
1482,0
1483,0
1484,0
1485,1
1486,0
1487,1
1488,0
1489,0
1490,1
1491,0
1492,1
1493,0
1494,0
1495,1
1496,0
1497,0
1498,0
1499,0
1500,0
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,1
1508,0
1509,1
1510,1
1511,1
1512,0
1513,0
1514,0
1515,0
1516,1
1517,0
1518,0
1519,1
1520,1
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,1
1540,1
1541,1
1542,0
1543,0
1544,0
1545,1
1546,1
1547,0
1548,1
1549,1
1550,1
1551,1
1552,0
1553,1
1554,1
1555,0
1556,0
1557,1
1558,1
1559,1
1560,0
1561,1
1562,0
1563,0
1564,0
1565,1
1566,0
1567,0
1568,0
1569,1
1570,1
1571,1
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,0
1580,1
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,1
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,0
1606,1
1607,0
1608,0
1609,1
1610,1
1611,0
1612,0
1613,1
1614,1
1615,0
1616,0
1617,0
1618,1
1619,0
1620,1
1621,1
1622,1
1623,0
1624,0
1625,0
1626,1
1627,0
1628,1
1629,0
1630,0
1631,0
1632,0
1633,1
1634,0
1635,0
1636,1
1637,1
1638,0
1639,0
1640,1
1641,0
1642,0
1643,1
1644,1
1645,0
1646,0
1647,0
1648,1
1649,1
1650,0
1651,1
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,0
1659,1
1660,1
1661,0
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,0
1670,1
1671,1
1672,0
1673,0
1674,1
1675,0
1676,0
1677,0
1678,1
1679,0
1680,0
1681,1
1682,0
1683,0
1684,1
1685,1
1686,0
1687,1
1688,0
1689,0
1690,0
1691,0
1692,1
1693,1
1694,0
1695,0
1696,1
1697,0
1698,0
1699,0
1700,0
1701,1
1702,0
1703,0
1704,0
1705,1
1706,0
1707,1
1708,1
1709,0
1710,1
1711,0
1712,1
1713,1
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,1
1723,0
1724,0
1725,0
1726,1
1727,0
1728,1
1729,1
1730,1
1731,0
1732,0
1733,0
1734,0
1735,0
1736,1
1737,0
1738,0
1739,0
1740,1
1741,0
1742,0
1743,0
1744,1
1745,0
1746,0
1747,0
1748,0
1749,0
1750,1
1751,0
1752,1
1753,1
1754,0
1755,0
1756,0
1757,1
1758,0
1759,0
1760,0
1761,1
1762,0
1763,0
1764,0
1765,1
1766,0
1767,1
1768,1
1769,0
1770,0
1771,0
1772,0
1773,1
1774,0
1775,1
1776,0
1777,1
1778,0
1779,1
1780,1
1781,0
1782,0
1783,0
1784,1
1785,1
1786,0
1787,0
1788,1
1789,0
1790,0
1791,0
1792,0
1793,1
1794,0
1795,0
1796,0
1797,1
1798,0
1799,1
1800,1
1801,0
1802,1
1803,0
1804,1
1805,0
1806,1
1807,0
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,0
1816,1
1817,1
1818,0
1819,0
1820,1
1821,0
1822,0
1823,0
1824,0
1825,1
1826,0
1827,1
1828,1
1829,0
1830,0
1831,0
1832,0
1833,1
1834,0
1835,1
1836,0
1837,1
1838,0
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,1
1846,0
1847,0
1848,1
1849,0
1850,0
1851,1
1852,0
1853,1
1854,1
1855,1
1856,1
1857,0
1858,1
1859,1
1860,0
1861,1
1862,1
1863,1
1864,1
1865,0
1866,1
1867,1
1868,1
1869,0
1870,1
1871,0
1872,1
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,1
1880,0
1881,0
1882,0
1883,0
1884,0
1885,1
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,1
1893,0
1894,1
1895,1
1896,0
1897,1
1898,0
1899,0
1900,0
1901,0
1902,1
1903,1
1904,0
1905,0
1906,1
1907,1
1908,0
1909,1
1910,1
1911,0
1912,1
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,1
1925,0
1926,0
1927,1
1928,0
1929,1
1930,0
1931,1
1932,0
1933,1
1934,0
1935,0
1936,1
1937,0
1938,1
1939,1
1940,1
1941,1
1942,0
1943,0
1944,0
1945,0
1946,1
1947,1
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,0
1964,1
1965,1
1966,0
1967,0
1968,0
1969,1
1970,0
1971,1
1972,1
1973,0
1974,0
1975,1
1976,1
1977,1
1978,1
1979,0
1980,1
1981,1
1982,1
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,1
1990,0
1991,0
1992,0
1993,0
1994,1
1995,0
1996,1
1997,0
1998,1
1999,0
2000,0
2001,1
2002,0
2003,0
2004,1
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,1
2014,1
2015,1
2016,1
2017,1
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,0
2031,0
2032,1
2033,0
2034,0
2035,0
2036,1
2037,1
2038,1
2039,1
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,1
2052,1
2053,1
2054,0
2055,1
2056,1
2057,0
2058,1
2059,0
2060,0
2061,0
2062,1
2063,1
2064,0
2065,0
2066,0
2067,0
2068,1
2069,1
2070,1
2071,0
2072,0
2073,1
2074,0
2075,1
2076,0
2077,0
2078,1
2079,0
2080,0
2081,1
2082,0
2083,1
2084,0
2085,0
2086,0
2087,0
2088,1
2089,0
2090,0
2091,1
2092,0
2093,0
2094,1
2095,1
2096,0
2097,0
2098,0
2099,1
2100,0
2101,0
2102,1
2103,0
2104,0
2105,1
2106,0
2107,0
2108,0
2109,1
2110,0
2111,0
2112,0
2113,0
2114,1
2115,0
2116,0
2117,1
2118,0
2119,0
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,1
2134,1
2135,0
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,1
2143,1
2144,0
2145,1
2146,1
2147,1
2148,1
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,1
2164,1
2165,1
2166,0
2167,0
2168,0
2169,1
2170,0
2171,1
2172,0
2173,0
2174,0
2175,1
2176,0
2177,1
2178,0
2179,1
2180,1
2181,1
2182,0
2183,1
2184,0
2185,0
2186,1
2187,1
2188,0
2189,0
2190,0
2191,0
2192,1
2193,1
2194,0
2195,0
2196,0
2197,1
2198,0
2199,0
2200,0
2201,1
2202,1
2203,0
2204,1
2205,1
2206,0
2207,1
2208,0
2209,0
2210,0
2211,1
2212,1
2213,1
2214,1
2215,0
2216,0
2217,0
2218,0
2219,1
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,1
2228,1
2229,1
2230,1
2231,0
2232,1
2233,0
2234,0
2235,1
2236,1
2237,0
2238,1
2239,0
2240,0
2241,1
2242,0
2243,0
2244,1
2245,1
2246,0
2247,1
2248,1
2249,0
2250,1
2251,0
2252,1
2253,1
2254,0
2255,1
2256,0
2257,0
2258,1
2259,0
2260,1
2261,1
2262,1
2263,1
2264,1
2265,0
2266,1
2267,0
2268,0
2269,1
2270,0
2271,0
2272,0
2273,1
2274,1
2275,1
2276,1
2277,1
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,1
2287,0
2288,0
2289,0
2290,1
2291,1
2292,0
2293,0
2294,0
2295,1
2296,0
2297,1
2298,0
2299,0
2300,0
2301,0
2302,0
2303,1
2304,0
2305,0
2306,0
2307,0
2308,1
2309,0
2310,0
2311,0
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,1
2319,0
2320,0
2321,1
2322,1
2323,0
2324,1
2325,0
2326,0
2327,1
2328,0
2329,1
2330,0
2331,0
2332,1
2333,1
2334,1
2335,1
2336,0
2337,0
2338,1
2339,0
2340,0
2341,0
2342,1
2343,0
2344,0
2345,0
2346,1
2347,1
2348,1
2349,0
2350,0
2351,0
2352,0
2353,0
2354,1
2355,1
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,1
2363,0
2364,1
2365,1
2366,0
2367,0
2368,1
2369,0
2370,0
2371,0
2372,0
2373,0
2374,1
2375,0
2376,0
2377,0
2378,0
2379,1
2380,0
2381,0
2382,1
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,0
2390,1
2391,0
2392,1
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,1
2400,0
2401,1
2402,1
2403,0
2404,1
2405,0
2406,1
2407,0
2408,0
2409,1
2410,0
2411,0
2412,1
2413,1
2414,0
2415,0
2416,0
2417,0
2418,1
2419,1
2420,0
2421,1
2422,0
2423,0
2424,1
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,1
2436,0
2437,1
2438,0
2439,1
2440,0
2441,0
2442,0
2443,1
2444,1
2445,0
2446,1
2447,1
2448,0
2449,1
2450,1
2451,0
2452,0
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,1
2466,0
2467,0
2468,1
2469,0
2470,0
2471,1
2472,0
2473,1
2474,0
2475,0
2476,0
2477,0
2478,0
2479,1
2480,1
2481,1
2482,1
2483,1
2484,0
2485,1
2486,0
2487,0
2488,0
2489,0
2490,1
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,1
2499,0
2500,0
2501,0
2502,1
2503,1
2504,0
2505,0
2506,0
2507,1
2508,0
2509,0
2510,0
2511,0
2512,0
2513,1
2514,0
2515,1
2516,1
2517,0
2518,1
2519,0
2520,1
2521,1
2522,1
2523,1
2524,0
2525,1
2526,1
2527,0
2528,0
2529,0
2530,0
2531,1
2532,1
2533,0
2534,1
2535,1
2536,1
2537,0
2538,1
2539,1
2540,1
2541,0
2542,0
2543,0
2544,0
2545,0
2546,1
2547,0
2548,0
2549,0
2550,1
2551,1
2552,0
2553,0
2554,0
2555,0
2556,1
2557,0
2558,1
2559,0
2560,0
2561,0
2562,0
2563,0
2564,1
2565,0
2566,0
2567,0
2568,1
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,1
2578,1
2579,0
2580,0
2581,1
2582,1
2583,0
2584,0
2585,1
2586,0
2587,1
2588,1
2589,0
2590,0
2591,1
2592,1
2593,0
2594,0
2595,1
2596,1
2597,0
2598,0
2599,1
2600,1
2601,1
2602,1
2603,0
2604,0
2605,1
2606,0
2607,1
2608,0
2609,1
2610,0
2611,1
2612,0
2613,1
2614,0
2615,0
2616,0
2617,0
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,1
2629,1
2630,1
2631,1
2632,1
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,0
2645,0
2646,1
2647,1
2648,0
2649,0
2650,0
2651,0
2652,0
2653,1
2654,0
2655,1
2656,0
2657,1
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,1
2665,1
2666,0
2667,0
2668,1
2669,1
2670,0
2671,0
2672,0
2673,1
2674,1
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,1
2683,0
2684,1
2685,0
2686,0
2687,1
2688,1
2689,0
2690,0
2691,0
2692,1
2693,1
2694,1
2695,1
2696,1
2697,0
2698,1
2699,1
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,1
2708,0
2709,1
2710,0
2711,0
2712,1
2713,0
2714,0
2715,0
2716,0
2717,1
2718,0
2719,1
2720,0
2721,1
2722,1
2723,0
2724,0
2725,1
2726,1
2727,0
2728,0
2729,1
2730,1
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,1
2742,1
2743,1
2744,1
2745,0
2746,1
2747,0
2748,0
2749,1
2750,0
2751,0
2752,0
2753,1
2754,0
2755,0
2756,0
2757,1
2758,0
2759,1
2760,0
2761,0
2762,0
2763,0
2764,1
2765,1
2766,1
2767,1
2768,0
2769,0
2770,1
2771,1
2772,0
2773,1
2774,0
2775,1
2776,1
2777,1
2778,1
2779,1
2780,0
2781,0
2782,0
2783,1
2784,0
2785,1
2786,0
2787,0
2788,0
2789,1
2790,1
2791,1
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,1
2800,1
2801,0
2802,1
2803,0
2804,1
2805,0
2806,0
2807,0
2808,0
2809,0
2810,1
2811,1
2812,0
2813,0
2814,0
2815,1
2816,0
2817,1
2818,0
2819,0
2820,0
2821,1
2822,1
2823,1
2824,0
2825,1
2826,1
2827,1
2828,1
2829,0
2830,0
2831,0
2832,0
2833,1
2834,1
2835,0
2836,0
2837,1
2838,1
2839,1
2840,0
2841,0
2842,0
2843,1
2844,1
2845,1
2846,1
2847,0
2848,0
2849,1
2850,1
2851,0
2852,0
2853,1
2854,0
2855,1
2856,1
2857,1
2858,1
2859,0
2860,1
2861,1
2862,1
2863,1
2864,1
2865,0
2866,0
2867,0
2868,0
2869,1
2870,0
2871,0
2872,0
2873,1
2874,0
2875,1
2876,1
2877,0
2878,1
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,1
2886,1
2887,0
2888,1
2889,1
2890,1
2891,0
2892,0
2893,0
2894,0
2895,1
2896,0
2897,0
2898,1
2899,0
2900,1
2901,0
2902,0
2903,1
2904,1
2905,0
2906,0
2907,0
2908,0
2909,1
2910,1
2911,1
2912,0
2913,0
2914,1
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,1
2927,0
2928,1
2929,1
2930,0
2931,0
2932,1
2933,1
2934,1
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,0
2958,0
2959,1
2960,0
2961,1
2962,0
2963,1
2964,1
2965,1
2966,0
2967,1
2968,0
2969,0
2970,1
2971,0
2972,0
2973,1
2974,1
2975,1
2976,0
2977,0
2978,1
2979,1
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,1
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,1
2995,0
2996,0
2997,0
